user_id,user_pop
16891,0.963963963963964
888578,0.9636363636363636
502450,0.9636363636363636
561508,0.9636363636363636
130034,0.9634703196347032
378243,0.9634551495016611
1713572,0.9634146341463414
2343872,0.9633507853403142
1501090,0.9631901840490797
2465214,0.9629629629629629
341551,0.9629629629629629
819430,0.9629629629629629
1732358,0.9629629629629629
2339773,0.9629629629629629
1121050,0.9629629629629629
336591,0.9629629629629629
2040203,0.9629629629629629
2006300,0.9629629629629629
1766747,0.9627329192546584
2181764,0.9626865671641791
2567571,0.9625668449197861
2002846,0.9624060150375939
1506427,0.9622641509433962
983600,0.9622641509433962
1169690,0.9622641509433962
516787,0.9622641509433962
790811,0.9619047619047619
250718,0.9618320610687023
2324417,0.9615384615384616
877299,0.9615384615384616
716651,0.9615384615384616
222404,0.9615384615384616
2045787,0.9615384615384616
725633,0.9615384615384616
519966,0.9615384615384616
590380,0.9615384615384616
928545,0.9613259668508287
879604,0.9613259668508287
2091333,0.9612903225806452
1062420,0.9611650485436893
1317026,0.9610619469026549
1599493,0.961038961038961
68017,0.961038961038961
810994,0.9609375
1422699,0.9608695652173913
1867526,0.9608540925266904
1547291,0.9607843137254902
88585,0.9607843137254902
1922712,0.9607843137254902
1893131,0.9606741573033708
352455,0.9605809128630706
966484,0.9605263157894737
666457,0.9605263157894737
1791632,0.9603960396039604
336431,0.9603603603603603
1201038,0.9603174603174603
558952,0.9601990049751243
1757947,0.96
1766472,0.96
2239155,0.96
1105899,0.96
2523966,0.96
1435245,0.96
1048377,0.96
1370647,0.96
1992516,0.96
1886896,0.96
160978,0.9598930481283422
2534507,0.9597855227882037
953157,0.9597701149425287
1771050,0.9596774193548387
1969514,0.9595959595959596
753907,0.9594882729211087
1455147,0.9594594594594594
1818511,0.9593908629441624
2343135,0.9593908629441624
1960172,0.959349593495935
2188529,0.9591836734693877
1095784,0.9591836734693877
2255411,0.9591836734693877
2254708,0.9591836734693877
988948,0.9591836734693877
2595982,0.9590163934426229
1206172,0.9590163934426229
2059526,0.9588785046728971
2074291,0.9588235294117647
1840845,0.9583333333333334
2132266,0.9583333333333334
